"Country or Area","Year","Value","Value Footnotes"
"Israel","2018","38.6","125"
"Israel","2017","38.2","125"
"Israel","2016","39","125"
"Israel","2015","39.7","125"
"Israel","2014","39.8","125"
"Israel","2013","40.2","125"
"Israel","2012","41.6","125"
"Israel","2011","41.4","125"
"Israel","2010","42.5","125"
"Israel","2009","42.6","125"
"Israel","2008","41.6","125"
"Israel","2007","41.1","125"
"Israel","2006","41.6","125"
"Israel","2005","42.3","125"
"Israel","2004","41.5","125"
"Israel","2003","40.7","125"
"Israel","2002","39.6","125"
"Israel","2001","38.9","125"
"Israel","1997","38.1","125"
"Israel","1992","35.5","125"
"Israel","1986","36.5","125"
"Israel","1979","36.3","125"
"Italy","2018","35.2","17"
"Italy","2017","35.9","17"
"Italy","2016","35.2","17"
"Italy","2015","35.4","17"
"Italy","2014","34.7","17"
"Italy","2013","34.9","17"
"Italy","2012","35.2","17"
"Italy","2011","35.1","17"
"Italy","2010","34.7","17"
"Italy","2009","33.8","17"
"Italy","2008","33.8","17"
"Italy","2007","32.9","17"
"Italy","2006","33.7","17"
"Italy","2005","33.8","17"
"Italy","2004","34.3","17"
"Italy","2003","34.9","17"
"Italy","2000","35.3","126"
"Italy","1998","36.7","126"
"Italy","1995","35.2","126"
"Italy","1993","35.5","126"
"Italy","1991","31.5","126"
"Italy","1989","32.6","126"
"Italy","1987","34.5","126"
"Italy","1986","32.5","126"
"Jamaica","2004","45.5","20"
"Jamaica","2002","48.3","20"
"Jamaica","1999","44.1","20"
"Jamaica","1996","40.4","20"
"Jamaica","1993","35.7","127"
"Jamaica","1990","41.1","20"
"Jamaica","1988","43.2","127"
"Japan","2013","32.9","128"
"Japan","2010","32.1","128"
"Japan","2008","34.8","128"
"Jordan","2010","33.7","119"
"Jordan","2008","32.6","119"
"Jordan","2006","33.9","119"
"Jordan","2002","37","119"
"Jordan","1997","36.4","129"
"Jordan","1992","43.4","129"
"Jordan","1986","36.1","129"
"Kazakhstan","2018","27.8","1"
"Kazakhstan","2017","27.5","1"
"Kazakhstan","2016","27.2","1"
"Kazakhstan","2015","26.8","1"
"Kazakhstan","2014","27","1"
"Kazakhstan","2013","27.1","1"
"Kazakhstan","2012","28.2","1"
"Kazakhstan","2011","28","1"
"Kazakhstan","2010","28","1"
"Kazakhstan","2009","28.2","1"
"Kazakhstan","2008","28.5","1"
"Kazakhstan","2007","30.1","1"
"Kazakhstan","2006","30.2","1"
"Kazakhstan","2005","39.8","1"
"Kazakhstan","2004","31.8","1"
"Kazakhstan","2003","33.7","1"
"Kazakhstan","2002","34.8","1"
"Kazakhstan","2001","36","1"
"Kazakhstan","1996","35.4","2"
"Kenya","2015","40.8","130"
"Kenya","2005","46.5","130"
"Kenya","1997","45","131"
"Kenya","1994","43.1","132"
"Kenya","1992","57.5","133"
"Kiribati","2019","27.8","134"
"Kiribati","2006","37","134"
"Korea","2016","31.4","135"
"Korea","2014","31.2","135"
"Korea","2012","31.6","135"
"Korea","2010","32","135"
"Korea","2008","32.3","135"
"Korea","2006","31.7","135"
"Kosovo","2017","29","1"
"Kosovo","2016","26.7","1"
"Kosovo","2015","26.5","1"
"Kosovo","2014","27.3","1"
"Kosovo","2013","26.3","1"
"Kosovo","2012","29","1"
"Kosovo","2011","27.8","1"
"Kosovo","2010","33.3","1"
"Kosovo","2009","31.8","1"
"Kosovo","2006","30.3","1"
"Kosovo","2005","31.2","1"
"Kosovo","2003","29","1"
"Kyrgyz Republic","2020","29","136"
"Kyrgyz Republic","2019","29.7","136"
"Kyrgyz Republic","2018","27.7","136"
"Kyrgyz Republic","2017","27.3","136"
"Kyrgyz Republic","2016","26.8","136"
"Kyrgyz Republic","2015","29","136"
"Kyrgyz Republic","2014","26.8","136"
"Kyrgyz Republic","2013","28.8","136"
"Kyrgyz Republic","2012","27.4","136"
"Kyrgyz Republic","2011","27.8","136"
"Kyrgyz Republic","2010","30.1","136"
"Kyrgyz Republic","2009","29.9","136"
"Kyrgyz Republic","2008","31.5","136"
"Kyrgyz Republic","2007","33.9","136"
"Kyrgyz Republic","2006","37.4","136"
"Kyrgyz Republic","2005","32.6","136"
"Kyrgyz Republic","2004","34.8","136"
"Kyrgyz Republic","2003","28.7","1"
"Kyrgyz Republic","2002","30.3","1"
"Kyrgyz Republic","2001","30.2","1"
"Kyrgyz Republic","2000","31","1"
"Lao PDR","2018","38.8","137"
"Lao PDR","2012","36","137"
"Lao PDR","2007","35.4","137"
"Lao PDR","2002","32.6","137"
"Lao PDR","1997","34.9","137"
"Lao PDR","1992","34.3","137"
"Latvia","2019","34.5","17"
"Latvia","2018","35.1","17"
"Latvia","2017","35.6","17"
"Latvia","2016","34.3","17"
"Latvia","2015","34.2","17"
"Latvia","2014","35.1","17"
"Latvia","2013","35.5","17"
"Latvia","2012","35.2","17"
"Latvia","2011","35.8","17"
"Latvia","2010","35","17"
"Latvia","2009","36","17"
"Latvia","2008","37.2","17"
"Latvia","2007","37.5","17"
"Latvia","2006","35.6","17"
"Latvia","2005","39","17"
"Latvia","2004","36.4","17"
"Lebanon","2011","31.8","1"
"Lesotho","2017","44.9","138"
"Lesotho","2002","51.6","1"
"Lesotho","1994","63.2","139"
"Lesotho","1986","56","140"
"Liberia","2016","35.3","21"
"Liberia","2014","33.2","21"
"Liberia","2007","36.5","141"
"Lithuania","2019","35.3","17"
"Lithuania","2018","35.7","17"
"Lithuania","2017","37.3","17"
"Lithuania","2016","38.4","17"
"Lithuania","2015","37.4","17"
"Lithuania","2014","37.7","17"
"Lithuania","2013","35.3","17"
"Lithuania","2012","35.1","17"
"Lithuania","2011","32.5","17"
"Lithuania","2010","33.6","17"
"Lithuania","2009","37.2","17"
"Lithuania","2008","35.7","17"
"Lithuania","2007","34.8","17"
"Lithuania","2006","34.4","17"
"Lithuania","2005","35.3","17"
"Lithuania","2004","37","17"
"Luxembourg","2019","34.2","17"
"Luxembourg","2018","35.4","17"
"Luxembourg","2017","34.5","17"
"Luxembourg","2016","31.7","17"
"Luxembourg","2015","32.9","17"
"Luxembourg","2014","31.2","17"
"Luxembourg","2013","32","17"
"Luxembourg","2012","34.3","17"
"Luxembourg","2011","32.1","17"
"Luxembourg","2010","30.5","17"
"Luxembourg","2009","31.2","17"
"Luxembourg","2008","32.6","17"
"Luxembourg","2007","31.1","17"
"Luxembourg","2006","30.9","17"
"Luxembourg","2005","30.8","17"
"Luxembourg","2004","30.2","17"
"Luxembourg","2003","30.2","17"
"Luxembourg","2000","30.4","142"
"Luxembourg","1997","30.2","142"
"Luxembourg","1994","26.9","142"
"Luxembourg","1991","26.8","143"
"Luxembourg","1985","26.7","143"
"Madagascar","2012","42.6","144"
"Madagascar","2010","42.4","145"
"Madagascar","2005","39.9","145"
"Madagascar","2001","47.4","145"
"Madagascar","1999","38.6","145"
"Madagascar","1997","39.5","145"
"Madagascar","1993","45.3","145"
"Madagascar","1980","46.8","146"
"Malawi","2019","38.5","147"
"Malawi","2016","44.7","148"
"Malawi","2010","45.5","149"
"Malawi","2004","39.9","150"
"Malawi","1997","65.8","151"
"Malaysia","2015","41.1","152"
"Malaysia","2013","41.3","152"
"Malaysia","2011","43.9","152"
"Malaysia","2008","45.5","152"
"Malaysia","2006","44.8","152"
"Malaysia","2003","46.4","152"
"Malaysia","1997","49.1","153"
"Malaysia","1995","48.5","153"
"Malaysia","1992","47.7","153"
"Malaysia","1989","46.2","153"
"Malaysia","1987","47","153"
"Malaysia","1984","48.6","153"
"Maldives","2019","29.3","21"
"Maldives","2016","31.3","21"
"Maldives","2009","38.4","21"
"Maldives","2002","41.3","21"
"Mali","2018","36.1","29"
"Mali","2009","33","154"
"Mali","2006","38.9","154"
"Mali","2001","39.9","155"
"Mali","1994","50.4","156"
"Malta","2019","31","17"
"Malta","2018","28.7","17"
"Malta","2017","29.2","17"
"Malta","2016","29.1","17"
"Malta","2015","29.4","17"
"Malta","2014","29","17"
"Malta","2013","28.8","17"
"Malta","2012","29.4","17"
"Malta","2011","29.1","17"
"Malta","2010","29","17"
"Malta","2009","30.2","17"
"Malta","2008","29","17"
"Malta","2007","29.2","17"
"Malta","2006","28","17"
"Marshall Islands","2019","35.5","21"
"Mauritania","2014","32.6","157"
"Mauritania","2008","35.7","157"
"Mauritania","2004","40.2","157"
"Mauritania","2000","39","157"
"Mauritania","1995","37.7","157"
"Mauritania","1993","50.1","158"
"Mauritania","1987","43.9","159"
"Mauritius","2017","36.8","1"
"Mauritius","2012","38.5","1"
"Mauritius","2006","35.7","1"
"Mexico","2020","45.4","160"
"Mexico","2018","46.7","160"
"Mexico","2016","47.7","160"
"Mexico","2014","48.7","161"
"Mexico","2012","48.7","161"
"Mexico","2010","47.2","161"
"Mexico","2008","49.9","161"
"Mexico","2006","48.9","161"
"Mexico","2005","50.1","161"
"Mexico","2004","50","161"
"Mexico","2002","50.1","161"
"Mexico","2000","52.6","161"
"Mexico","1998","51.7","161"
"Mexico","1996","53.6","161"
"Mexico","1994","52.8","161"
"Mexico","1992","52.6","161"
"Mexico","1989","50.6","161"
"Micronesia","2013","40.1","21"
"Micronesia","2005","42.4","21"
"Moldova","2019","26","1"
"Moldova","2018","25.7","1"
"Moldova","2017","25.9","1"
"Moldova","2016","26.3","1"
"Moldova","2015","27","1"
"Moldova","2014","26.8","1"
"Moldova","2013","28.5","1"
"Moldova","2012","29.2","1"
"Moldova","2011","30.6","1"
"Moldova","2010","32.1","1"
"Moldova","2009","32.9","1"
"Moldova","2008","34.7","1"
"Moldova","2007","34.4","1"
"Moldova","2006","35.4","1"
"Moldova","2005","36.3","1"
"Moldova","2004","35","1"
"Moldova","2003","34.9","1"
"Moldova","2002","35.8","1"
"Moldova","2001","38","1"
"Moldova","2000","36.4","1"
"Moldova","1999","42.6","1"
"Moldova","1998","39.5","1"
"Moldova","1997","36.9","1"
"Mongolia","2018","32.7","162"
"Mongolia","2016","32.3","162"
"Mongolia","2014","32","162"
"Mongolia","2012","33.8","162"
"Mongolia","2011","33.9","162"
"Mongolia","2010","33.1","162"
"Mongolia","2007","35.8","162"
"Mongolia","2002","32.9","163"
"Mongolia","1998","30.3","164"
"Mongolia","1995","33.2","164"
"Montenegro","2018","36.8","165"
"Montenegro","2017","36.9","165"
"Montenegro","2016","38.5","165"
"Montenegro","2015","39","165"
"Montenegro","2014","38.8","165"
"Montenegro","2013","39","165"
"Montenegro","2012","41.2","165"
"Morocco","2013","39.5","166"
"Morocco","2006","40.7","167"
"Morocco","2000","40.6","166"
"Morocco","1998","39.4","167"
"Morocco","1990","39.2","167"
"Morocco","1984","39.2","168"
"Mozambique","2014","54","169"
"Mozambique","2008","45.6","169"
"Mozambique","2002","47","170"
"Mozambique","1996","53.6","171"
"Myanmar","2017","30.7","172"
"Myanmar","2015","38.1","173"
"Namibia","2015","59.1","174"
"Namibia","2009","61","174"
"Namibia","2003","63.3","174"
"Nauru","2012","34.8","21"
"Nepal","2010","32.8","175"
"Nepal","2003","43.8","176"
"Nepal","1995","35.2","177"
"Netherlands","2019","29.2","17"
"Netherlands","2018","28.1","17"
"Netherlands","2017","28.5","17"
"Netherlands","2016","28.2","17"
"Netherlands","2015","28.2","17"
"Netherlands","2014","28.6","17"
"Netherlands","2013","28.1","17"
"Netherlands","2012","27.6","17"
"Netherlands","2011","27.8","17"
"Netherlands","2010","27.8","17"
"Netherlands","2009","27.9","17"
"Netherlands","2008","29.3","17"
"Netherlands","2007","29.6","17"
"Netherlands","2006","30","17"
"Netherlands","2005","29","17"
"Netherlands","2004","29.8","17"
"Netherlands","1999","28.1","26"
"Netherlands","1993","30.4","26"
"Netherlands","1990","31.1","178"
"Netherlands","1987","26.8","178"
"Netherlands","1983","28.4","178"
"Nicaragua","2014","46.2","179"
"Nicaragua","2009","43.9","179"
"Nicaragua","2005","48.8","179"
"Nicaragua","2001","52.9","179"
"Nicaragua","1998","54.4","179"
"Nicaragua","1993","57.4","179"
"Niger","2018","37.3","29"
"Niger","2014","34.3","180"
"Niger","2011","31.5","180"
"Niger","2007","37.3","181"
"Niger","2005","44.4","182"
"Niger","1994","41.5","183"
"Niger","1992","36.1","184"
"Nigeria","2018","35.1","185"
"Nigeria","2015","35.9","186"
"Nigeria","2012","35.5","187"
"Nigeria","2010","35.7","188"
"Nigeria","2003","40.1","185"
"Nigeria","1996","51.9","189"
"Nigeria","1992","45","189"
"Nigeria","1985","38.7","190"
"North Macedonia","2018","33","165"
"North Macedonia","2017","34.2","165"
"North Macedonia","2016","34.5","165"
"North Macedonia","2015","35.6","165"
"North Macedonia","2014","35.2","165"
"North Macedonia","2013","36.2","165"
"North Macedonia","2012","38.1","165"
"North Macedonia","2011","39.4","165"
"North Macedonia","2010","40.2","165"
"North Macedonia","2009","42.8","165"
"Norway","2019","27.7","17"
"Norway","2018","27.6","17"
"Norway","2017","27","17"
"Norway","2016","28.5","17"
"Norway","2015","27.5","17"
"Norway","2014","26.8","17"
"Norway","2013","26.4","17"
"Norway","2012","25.7","17"
"Norway","2011","25.3","17"
"Norway","2010","25.7","17"
"Norway","2009","26.2","17"
"Norway","2008","27","17"
"Norway","2007","27.1","17"
"Norway","2006","26.4","17"
"Norway","2005","30.6","17"
"Norway","2004","31.6","17"
"Norway","2003","27.6","17"
"Norway","2000","27.4","15"
"Norway","1995","26","15"
"Norway","1991","25.2","15"
"Norway","1986","24.6","15"
"Norway","1979","26.9","15"
"Pakistan","2018","29.6","21"
"Pakistan","2015","31.3","21"
"Pakistan","2013","29.5","21"
"Pakistan","2011","29.7","21"
"Pakistan","2010","28.8","21"
"Pakistan","2007","29.7","21"
"Pakistan","2005","31.3","21"
"Pakistan","2004","30.9","21"
"Pakistan","2001","28.7","191"
"Pakistan","1998","33.1","21"
"Pakistan","1996","28.7","192"
"Pakistan","1990","33.2","21"
"Pakistan","1987","33.3","21"
"Panama","2019","49.8","33"
"Panama","2018","49.2","33"
"Panama","2017","49.9","33"
"Panama","2016","50.4","33"
"Panama","2015","50.8","33"
"Panama","2014","50.5","33"
"Panama","2013","51.5","33"
"Panama","2012","51.7","33"
"Panama","2011","51.3","33"
"Panama","2010","51.6","33"
"Panama","2009","51.8","33"
"Panama","2008","52.7","33"
"Panama","2007","52.7","33"
"Panama","2006","54.6","33"
"Panama","2005","53.8","33"
"Panama","2004","54.8","33"
"Panama","2003","55.7","33"
"Panama","2002","56.1","33"
"Panama","2001","56.7","33"
"Panama","2000","56.6","33"
"Panama","1999","56.5","33"
"Panama","1998","57.5","33"
"Panama","1997","58.2","33"
"Panama","1995","57.8","33"
"Panama","1991","58.2","193"
"Panama","1989","58.9","193"
"Panama","1979","48.7","194"
"Papua New Guinea","2009","41.9","21"
"Papua New Guinea","1996","45.8","21"
"Paraguay","2020","43.5","195"
"Paraguay","2019","45.7","195"
"Paraguay","2018","46","195"
"Paraguay","2017","48.5","195"
"Paraguay","2016","47.9","195"
"Paraguay","2015","47.6","195"
"Paraguay","2014","50.7","195"
"Paraguay","2013","47.9","195"
"Paraguay","2012","47.6","195"
"Paraguay","2011","52.3","195"
"Paraguay","2010","51","195"
"Paraguay","2009","49.1","195"
"Paraguay","2008","50.7","195"
"Paraguay","2007","53","195"
"Paraguay","2006","53","195"
"Paraguay","2005","51.4","195"
"Paraguay","2004","52.3","195"
"Paraguay","2003","54.9","195"
"Paraguay","2002","57.3","195"
"Paraguay","2001","54.6","196"
"Paraguay","1999","54.6","195"
"Paraguay","1997","54.9","196"
"Paraguay","1995","58.2","33"
"Paraguay","1990","40.8","33"
"Peru","2020","43.8","70"
"Peru","2019","41.6","70"
"Peru","2018","42.4","70"
"Peru","2017","43.3","70"
"Peru","2016","43.6","70"
"Peru","2015","43.4","70"
"Peru","2014","43.1","70"
"Peru","2013","43.9","70"
"Peru","2012","44.4","70"
"Peru","2011","44.7","70"
"Peru","2010","45.5","70"
"Peru","2009","47","70"
"Peru","2008","47.5","70"
"Peru","2007","50","70"
"Peru","2006","50.3","70"
"Peru","2005","50.5","70"
"Peru","2004","49.9","70"
"Peru","2003","53.1","70"
"Peru","2002","53.6","70"
"Peru","2001","51.3","70"
"Peru","2000","49.1","70"
"Peru","1999","54.8","70"
"Peru","1998","55.1","70"
"Peru","1997","53.3","70"
"Philippines","2018","42.3","197"
"Philippines","2015","44.6","197"
"Philippines","2012","46.5","197"
"Philippines","2009","46.3","197"
"Philippines","2006","47.2","197"
"Philippines","2003","46.6","197"
"Philippines","2000","47.7","197"
"Poland","2018","30.2","17"
"Poland","2017","29.7","17"
"Poland","2016","31.2","17"
"Poland","2015","31.8","17"
"Poland","2014","32.8","17"
"Poland","2013","33.1","17"
"Poland","2012","33","17"
"Poland","2011","33.2","17"
"Poland","2010","33.2","17"
"Poland","2009","33.4","17"
"Poland","2008","33.5","17"
"Poland","2007","34","17"
"Poland","2006","34.7","17"
"Poland","2005","35.8","17"
"Poland","2004","38","17"
"Portugal","2019","32.8","17"
"Portugal","2018","33.5","17"
"Portugal","2017","33.8","17"
"Portugal","2016","35.2","17"
"Portugal","2015","35.5","17"
"Portugal","2014","35.6","17"
"Portugal","2013","36.2","17"
"Portugal","2012","36","17"
"Portugal","2011","36.3","17"
"Portugal","2010","35.8","17"
"Portugal","2009","34.9","17"
"Portugal","2008","36.6","17"
"Portugal","2007","36.8","17"
"Portugal","2006","38.1","17"
"Portugal","2005","38.5","17"
"Portugal","2004","38.9","17"
"Portugal","2003","38.8","17"
"Romania","2019","34.8","17"
"Romania","2018","35.8","17"
"Romania","2017","36","17"
"Romania","2016","34.4","17"
"Romania","2015","35.9","17"
"Romania","2014","36","17"
"Romania","2013","36.9","17"
"Romania","2012","36.5","17"
"Romania","2011","35.9","17"
"Romania","2010","35.5","17"
"Romania","2009","35.6","17"
"Romania","2008","36.4","17"
"Romania","2007","37.5","17"
"Romania","2006","39.6","17"
"Russia","2020","36","1"
"Russia","2019","37.7","1"
"Russia","2018","37.5","1"
"Russia","2017","37.2","1"
"Russia","2016","36.8","1"
"Russia","2015","37.7","1"
"Russia","2014","39.9","1"
"Russia","2013","40.9","1"
"Russia","2012","40.7","1"
"Russia","2011","39.7","1"
"Russia","2010","39.5","1"
"Russia","2009","39.8","1"
"Russia","2008","41.6","1"
"Russia","2007","42.3","1"
"Russia","2006","41","1"
"Russia","2005","41.3","1"
"Russia","2004","40.3","1"
"Russia","2003","40","1"
"Russia","2002","37.3","1"
"Russia","2001","36.9","1"
"Russia","2000","37.1","1"
"Russia","1999","37.4","1"
"Russia","1998","38.1","1"
"Russia","1997","38.4","1"
"Rwanda","2016","43.7","198"
"Rwanda","2013","45.1","199"
"Rwanda","2010","47.2","200"
"Rwanda","2005","52","201"
"Rwanda","2000","48.5","202"
"SÃ£o TomÃ© and Principe","2017","40.7","203"
"SÃ£o TomÃ© and Principe","2010","30.8","203"
"SÃ£o TomÃ© and Principe","2000","32.1","203"
"Samoa","2013","38.7","21"
"Samoa","2008","42","21"
"Samoa","2002","40.7","21"
"Senegal","2018","38.1","29"
"Senegal","2011","40.3","204"
"Senegal","2005","39.2","205"
"Senegal","2001","41.2","206"
"Senegal","1994","41.4","207"
"Senegal","1991","54.1","158"
"Serbia","2019","34.5","17"
"Serbia","2018","35","17"
"Serbia","2017","36.2","17"
"Serbia","2016","38.8","17"
"Serbia","2015","40.5","17"
"Serbia","2014","40.5","17"
"Serbia","2013","39.5","17"
"Serbia","2012","39.9","17"
"Seychelles","2018","32.1","208"
"Seychelles","2013","46.8","208"
"Sierra Leone","2018","35.7","209"
"Sierra Leone","2011","34","209"
"Sierra Leone","2003","40.2","209"
"Slovak Republic","2019","23.2","17"
"Slovak Republic","2018","25","17"
"Slovak Republic","2017","23.2","17"
"Slovak Republic","2016","25.2","17"
"Slovak Republic","2015","26.5","17"
"Slovak Republic","2014","26.1","17"
"Slovak Republic","2013","28.1","17"
"Slovak Republic","2012","26.1","17"
"Slovak Republic","2011","26.5","17"
"Slovak Republic","2010","27.3","17"
"Slovak Republic","2009","27.2","17"
"Slovak Republic","2008","26","17"
"Slovak Republic","2007","24.7","17"
"Slovak Republic","2006","25.8","17"
"Slovak Republic","2005","29.3","17"
"Slovak Republic","2004","27.1","17"
"Slovenia","2019","24.4","17"
"Slovenia","2018","24.6","17"
"Slovenia","2017","24.2","17"
"Slovenia","2016","24.8","17"
"Slovenia","2015","25.4","17"
"Slovenia","2014","25.7","17"
"Slovenia","2013","26.2","17"
"Slovenia","2012","25.6","17"
"Slovenia","2011","24.9","17"
"Slovenia","2010","24.9","17"
"Slovenia","2009","24.8","17"
"Slovenia","2008","23.7","17"
"Slovenia","2007","24.4","17"
"Slovenia","2006","24.4","17"
"Slovenia","2005","24.6","17"
"Slovenia","2004","24.8","17"
"Solomon Islands","2012","37.1","21"
"Solomon Islands","2005","46.1","21"
"Somalia","2017","36.8","210"
"South Africa","2014","63","211"
"South Africa","2010","63.4","212"
"South Africa","2008","63","211"
"South Africa","2005","64.8","212"
"South Africa","2000","57.8","38"
"South Africa","1993","59.3","213"
"South Sudan","2016","44.1","214"
"South Sudan","2009","46.3","215"
"Spain","2019","34.3","17"
"Spain","2018","34.7","17"
"Spain","2017","34.7","17"
"Spain","2016","35.8","17"
"Spain","2015","36.2","17"
"Spain","2014","36.1","17"
"Spain","2013","36.2","17"
"Spain","2012","35.4","17"
"Spain","2011","35.7","17"
"Spain","2010","35.2","17"
"Spain","2009","34.9","17"
"Spain","2008","34.2","17"
"Spain","2007","34.1","17"
"Spain","2006","33.5","17"
"Spain","2005","32.4","17"
"Spain","2004","33.3","17"
"Spain","2003","31.8","17"
"Spain","2000","34.3","18"
"Spain","1995","36.7","18"
"Spain","1990","32","87"
"Spain","1985","34.4","87"
"Spain","1980","34.5","87"
"Sri Lanka","2016","39.3","21"
"Sri Lanka","2012","38.7","21"
"Sri Lanka","2009","36.1","21"
"Sri Lanka","2006","39.7","21"
"Sri Lanka","2002","40.2","21"
"Sri Lanka","1995","35.4","216"
"Sri Lanka","1990","32.4","21"
"Sri Lanka","1985","32.5","217"
"St. Lucia","2016","51.2","218"
"St. Lucia","1995","42.6","219"
"Sudan","2014","34.2","215"
"Sudan","2009","35.4","215"
"Suriname","1999","57.9","220"
"Sweden","2019","29.3","17"
"Sweden","2018","30","17"
"Sweden","2017","28.8","17"
"Sweden","2016","29.6","17"
"Sweden","2015","29.2","17"
"Sweden","2014","28.4","17"
"Sweden","2013","28.8","17"
"Sweden","2012","27.6","17"
"Sweden","2011","27.6","17"
"Sweden","2010","27.7","17"
"Sweden","2009","27.3","17"
"Sweden","2008","28.1","17"
"Sweden","2007","27.1","17"
"Sweden","2006","26.4","17"
"Sweden","2005","26.8","17"
"Sweden","2004","26.1","17"
"Sweden","2003","25.3","17"
"Sweden","2000","27.2","16"
"Sweden","1995","25.2","16"
"Sweden","1992","24.9","16"
"Sweden","1987","23.1","16"
"Sweden","1981","22.9","16"
"Sweden","1975","24.3","16"
"Sweden","1967","34","221"
"Switzerland","2018","33.1","17"
"Switzerland","2017","32.7","17"
"Switzerland","2016","33","17"
"Switzerland","2015","32.3","17"
"Switzerland","2014","32.5","17"
"Switzerland","2013","32.5","17"
"Switzerland","2012","31.6","17"
"Switzerland","2011","31.7","17"
"Switzerland","2010","32.6","17"
"Switzerland","2009","32.9","17"
"Switzerland","2008","33.8","17"
"Switzerland","2007","34.3","17"
"Switzerland","2006","33.9","17"
"Switzerland","2002","31.7","222"
"Switzerland","2000","33.4","222"
"Switzerland","1992","33.9","223"
"Switzerland","1982","36","224"
"Syrian Arab Republic","2003","37.5","134"
"Syrian Arab Republic","1996","35.2","134"
"TÃ¼rkiye","2019","41.9","86"
"TÃ¼rkiye","2018","41.9","86"
"TÃ¼rkiye","2017","41.4","86"
"TÃ¼rkiye","2016","41.9","86"
"TÃ¼rkiye","2015","42.9","86"
"TÃ¼rkiye","2014","41.2","86"
"TÃ¼rkiye","2013","40.2","86"
"TÃ¼rkiye","2012","40.2","86"
"TÃ¼rkiye","2011","40","86"
"TÃ¼rkiye","2010","38.8","86"
"TÃ¼rkiye","2009","39","86"
"TÃ¼rkiye","2008","39","86"
"TÃ¼rkiye","2007","38.4","86"
"TÃ¼rkiye","2006","39.6","86"
"TÃ¼rkiye","2005","42.6","86"
"TÃ¼rkiye","2004","41.3","86"
"TÃ¼rkiye","2003","42.2","86"
"TÃ¼rkiye","2002","41.4","86"
"TÃ¼rkiye","1994","41.3","225"
"TÃ¼rkiye","1987","43.5","225"
"Tajikistan","2015","34","226"
"Tajikistan","2009","30.8","227"
"Tajikistan","2007","32.2","227"
"Tajikistan","2004","33.6","1"
"Tajikistan","2003","32.7","227"
"Tajikistan","1999","29.5","227"
"Tanzania","2018","40.5","1"
"Tanzania","2011","37.8","1"
"Tanzania","2007","40.3","1"
"Tanzania","2000","37.3","1"
"Tanzania","1991","35.3","1"
"Thailand","2020","35","216"
"Thailand","2019","34.9","216"
"Thailand","2018","36.4","216"
"Thailand","2017","36.5","216"
"Thailand","2016","36.9","216"
"Thailand","2015","36","216"
"Thailand","2014","37","216"
"Thailand","2013","37.8","216"
"Thailand","2012","39.3","216"
"Thailand","2011","37.5","216"
"Thailand","2010","39.4","216"
"Thailand","2009","39.6","216"
"Thailand","2008","40.3","216"
"Thailand","2007","39.8","216"
"Thailand","2006","41.8","216"
"Thailand","2004","42.5","216"
"Thailand","2002","41.9","216"
"Thailand","2000","42.8","216"
"Thailand","1999","43.1","216"
"Thailand","1998","41.5","216"
"Thailand","1996","42.9","216"
"Thailand","1994","43.5","216"
"Thailand","1992","47.9","216"
"Thailand","1990","45.3","216"
"Thailand","1988","43.8","228"
"Thailand","1981","45.2","228"
"The Gambia","2015","35.9","192"
"The Gambia","2010","43.6","192"
"The Gambia","2003","47.3","89"
"The Gambia","1998","48.5","229"
"Timor-Leste","2014","28.7","230"
"Timor-Leste","2007","27.8","230"
"Timor-Leste","2001","35.9","227"
"Togo","2018","42.4","29"
"Togo","2015","43.1","31"
"Togo","2011","46","31"
"Togo","2006","42.2","31"
"Tonga","2015","37.6","21"
"Tonga","2009","37.5","21"
"Tonga","2000","37.7","21"
"Trinidad and Tobago","1992","40.3","231"
"Trinidad and Tobago","1988","42.6","232"
"Tunisia","2015","32.8","233"
"Tunisia","2010","35.8","233"
"Tunisia","2005","37.7","233"
"Tunisia","2000","40.8","234"
"Tunisia","1995","41.7","234"
"Tunisia","1990","40.2","235"
"Tunisia","1985","43.4","235"
"Turkmenistan","1998","40.8","2"
"Tuvalu","2010","39.1","134"
"Uganda","2019","42.7","236"
"Uganda","2016","42.8","236"
"Uganda","2012","41","236"
"Uganda","2009","44.2","236"
"Uganda","2005","42.9","236"
"Uganda","2002","45.2","236"
"Uganda","1999","43","237"
"Uganda","1996","39","237"
"Uganda","1992","41.4","237"
"Uganda","1989","44.4","140"
"Ukraine","2020","25.6","238"
"Ukraine","2019","26.6","238"
"Ukraine","2018","26.1","238"
"Ukraine","2017","26","238"
"Ukraine","2016","25","238"
"Ukraine","2015","25.5","238"
"Ukraine","2014","24","238"
"Ukraine","2013","24.6","238"
"Ukraine","2012","24.7","238"
"Ukraine","2011","24.6","238"
"Ukraine","2010","24.8","238"
"Ukraine","2009","25.3","238"
"Ukraine","2008","26.6","238"
"Ukraine","2007","27","238"
"Ukraine","2006","29.8","238"
"Ukraine","2005","29","238"
"Ukraine","2004","28.9","238"
"Ukraine","2003","28.7","238"
"Ukraine","2002","29","238"
"Ukraine","1996","35.2","21"
"Ukraine","1995","39.3","38"
"Ukraine","1993","28.9","239"
"Ukraine","1992","29.7","239"
"United Arab Emirates","2018","26","240"
"United Arab Emirates","2013","32.5","240"
"United Kingdom","2017","35.1","17"
"United Kingdom","2016","34.8","17"
"United Kingdom","2015","33.2","17"
"United Kingdom","2014","34","17"
"United Kingdom","2013","33.2","17"
