"Data Source","World Development Indicators",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Algeria","DZA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.849","10.958","11.082","11.225","11.388","11.573","11.763","11.895","12.035","12.184","12.335","12.489","12.646","12.805","12.966","13.131","13.299","13.471","13.647","13.825","14.058","14.861","15.695","16.472","14.798","16.18","16.824","16.687","16.55","16.444","15.402","15.909","16.359",
"East Asia & Pacific (excluding high income)","EAP","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.059753611554","68.7454769794593","68.5928065322883","68.2496787859071","68.1607581034375","67.956261178971","67.7545402550144","67.39569865505","67.2432937954013","66.974496812214","66.7377448101881","66.0698516256503","65.3154389800572","64.7404289097352","64.0967647838428","63.5406261226643","62.9978655414096","62.9537307263028","62.4448984003159","61.9010736255845","61.3981100316247","61.5042652138322","61.2890622678422","60.9232587662089","60.7926455074898","60.6106978210241","60.3192774460831","59.9669000454775","59.8687173106896","59.7614468172164","57.6928084733381","59.5255117895114","59.5410897269376",
"Early-demographic dividend","EAR","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.6475756132193","33.758524614663","33.932037048886","33.8213369822407","34.2556736516113","34.3680372020774","34.6133471047998","34.8525092804272","35.2088911309779","35.4425320607882","35.517705800968","35.3190618566245","35.0387306676495","35.0702333417072","35.0559575245394","35.0511568928058","35.0058587238845","35.2599398468993","35.0816254963913","35.1238092833884","35.0662167643901","34.8009052302792","34.6273476877116","34.1140391100555","33.6197193211718","33.3694945141444","33.0377449244758","32.7242729976996","32.3597415131475","33.8470759099309","32.4531913499162","32.8891401680861","33.7036890872451",
"East Asia & Pacific","EAS","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.3292490910872","66.1206988486072","66.0034210141754","65.6837473478498","65.6504645469425","65.5023199018163","65.3709603285004","65.1314814541921","64.9273352174063","64.7008758265772","64.5400423177558","63.995784902843","63.3349377478627","62.8215340622","62.3127562362554","61.8754186364145","61.4422701383074","61.4274219832344","60.9884602823141","60.505588119381","60.0651868393668","60.1637810802272","59.988015767143","59.7329993445497","59.6860216147432","59.5675653550329","59.376496818236","59.1410398038844","59.1540071837974","59.1395211157713","57.2827188912519","58.9493948218287","59.0247592311858",
"Europe & Central Asia (excluding high income)","ECA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.3554764732116","53.1774857934783","52.7385257595432","51.0567479866462","50.8276537983809","50.5038695381738","49.9258494895328","49.0656547307448","48.7060498162759","50.1980882330646","49.5935723474724","49.115026993701","49.43266812694","48.9691197942934","48.5031843431729","48.4726525089548","48.4376094309506","48.5683045263513","48.5873877030515","48.750224147166","48.8008597601032","49.0107385813689","48.9560890489165","48.8820631715268","48.7607640963012","48.7756027178044","48.922972465997","48.8899817056647","48.9182809890048","48.7096289533203","47.5853133036184","48.1957177049261","",
"Europe & Central Asia","ECS","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.2705378268648","49.5857232837814","49.3395771606527","48.5691010554003","48.5202837045503","48.3478003768396","48.1760242715355","47.9531273099847","47.978713173319","48.88433168052","48.816356521491","48.601939240472","48.8125362354618","48.8144728503171","48.7204065140768","48.9748246756834","49.1912636150367","49.378823872665","49.600790672726","49.8208586536714","49.9001881449264","50.0996911369341","50.3030771349674","50.3660464254603","50.4022863454988","50.4145463471459","50.6453231086188","50.7537451702987","50.8390446226941","50.8763855026279","50.0333782893171","50.5914660526413","50.4820975637639",
"Ecuador","ECU","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.222","47.587","47.613","47.622","47.998","48.064","48.046","48.5","51.662","48.766","45.841","46.94","48.038","49.134","52.701","51.888","52.671","51.926","51.998","49.638","47.987","47.043","48.057","48.106","47.668","51.889","55.391","56.156","54.465","54.39","48.295","53.717","54.701",
"Egypt, Arab Rep.","EGY","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.229","22.236","23.051","22.368","23.189","21.82","21.113","20.42","19.742","20.559","20.449","20.375","18.221","18.948","19.698","20.471","21.269","23.328","21.884","22.902","23.17","22.503","22.473","22.982","23.131","22.779","23.024","22.145","18.383","15.831","14.484","14.636","15.123",
"Euro area","EMU","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.168488840941","43.2045328725585","43.0413199057848","43.0582717746143","43.4060774487675","43.5490405260138","43.89416800691","44.1626814293141","44.6408253648064","45.2805515081365","45.6414438825765","45.674597995903","46.2933092168637","47.0292836501644","47.3365790686603","48.00036741222","48.5318051971925","48.9442236203731","49.4131225910393","49.697115244036","49.8387880383458","50.0760964372506","50.5184303261257","50.6634236705502","50.7084041728502","50.6930708738296","51.0692734194127","51.206816367404","51.3122352829888","51.5859999107389","50.7106284210952","51.4352165616676","52.1796014224066",
"Eritrea","ERI","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.404","72.148","71.865","71.575","71.198","71.108","71.101","71.029","71.056","71.131","71.241","71.344","71.474","71.648","71.747","71.774","71.806","71.792","71.924","71.896","71.857","71.715","71.608","71.654","71.26","71.423","71.285","71.337","71.143","71.058","70.118","70.205","70.913",
"Spain","ESP","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.268","33.344","34.352","34.916","36.196","36.654","37.154","37.94","38.3","39","40.542","39.336","41.791","43.279","44.673","46.096","47.52","48.554","49.935","51.015","51.714","52.362","52.941","52.889","52.608","52.593","52.581","52.18","51.912","52.143","51.088","52.584","52.92",
"Estonia","EST","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.614","58.187","55.754","54.709","54.665","53.706","53.511","54.27","52.709","51.919","52.582","51.995","51.043","52.288","53.211","53.528","54.669","54.028","54.794","54.715","55.067","55.614","55.379","55.34","54.54","55.749","56.294","57.001","57.271","57.332","57.14","57.821","60.16",
"Ethiopia","ETH","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.672","66.646","66.625","66.613","66.605","67.379","68.141","68.891","69.631","70.363","71.084","71.791","72.489","73.177","73.855","74.525","74.481","74.439","74.4","74.362","74.326","74.29","74.256","74.223","74.3","74.379","74.446","74.516","74.588","74.658","73.95","74.753","75.027",
"European Union","EUU","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.4565006349718","46.2362681153498","46.0877702901776","45.9043831203746","45.9712927566923","45.8673168211857","45.8801580398606","46.0461057467326","46.3215214803894","46.8076552578735","47.0877077810678","47.0801880357281","47.1308229272794","47.5112032025215","47.6731479875977","48.1164088770944","48.5257993871737","48.8210749945856","49.1801491287615","49.4377011249685","49.6015649817032","49.7810710126588","50.2063961744249","50.3499937642328","50.4745795092522","50.4492108855989","50.7215505127981","50.9632845954441","51.0627598268334","51.2660130896119","50.5028431129701","51.1308027009941","51.8815864824017",
"Fragile and conflict affected situations","FCS","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.8751115818321","54.9941608840796","54.8691827052811","54.6295734374249","54.4795418602565","54.5536978359054","54.495470825501","54.4033619779389","54.3513751046568","54.3106768905314","54.2399900602952","54.1238516835014","53.9115412225725","53.667811367309","53.5449136480481","53.4590418609895","53.151581228287","52.8941413305566","52.5575541754221","52.2203642844448","51.8869601135658","51.744193239139","51.0029489456621","50.4432857914278","50.4264991090372","50.5131325683074","50.4503608087863","50.1663781671195","50.2132612417018","49.991751033589","48.9343358162431","50.9490558198181","51.704718227104",
"Finland","FIN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.646","57.404","56.197","55.462","54.722","54.631","54.551","54.855","55.054","56.112","56.147","56.656","56.931","56.617","56.367","56.791","57.068","57.374","57.374","56.943","55.937","55.784","55.963","55.505","55.481","55.591","54.987","55.188","55.856","55.765","55.224","55.574","57.052",
"Fiji","FJI","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.559","39.625","39.538","39.521","39.46","39.436","39.385","38.972","38.556","38.143","37.729","37.314","36.9","36.485","36.069","34.847","36.586","38.345","40.138","41.958","43.788","45.621","44.205","42.801","41.415","39.885","38.376","38.411","38.445","38.459","37.744","37.777","38.092",
"France","FRA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.626","46.824","47.246","47.718","47.924","48.17","48.558","48.242","48.561","48.899","49.07","48.869","49.072","50.315","50.129","50.45","50.515","50.894","51.1","51.446","51.458","51.333","51.548","51.738","51.647","51.595","51.529","51.311","51.43","51.256","50.626","52.204","52.549",
"Faroe Islands","FRO","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.464","38.415","38.379","38.358","38.353","38.363","38.375","38.407","38.453","38.511","38.579","38.661","38.75","38.843","38.934","39.018","39.156","39.279","39.386","39.474","39.54","39.627","39.704","39.762","39.803","39.835","39.739","39.658","39.593","39.546","37.592","38.225","39.001",
"United Kingdom","GBR","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.488","52.324","52.472","52.549","52.589","52.551","52.997","53.4","53.429","53.786","54.197","54.09","54.651","54.559","54.934","55.398","55.904","55.684","55.966","56.148","56.064","56.202","56.41","56.759","57.015","57.198","57.495","57.794","58.034","58.456","58.607","58.347","58.527",
"Georgia","GEO","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.268","57.916","58.641","59.459","60.384","59.772","58.443","57.284","56.826","58.245","55.169","58.234","56.04","57.628","56.955","56.023","53.724","54.967","54.198","54.635","55.796","56.134","57.257","56.434","57.349","59.005","57.933","56.751","55.648","54.626","55.115","55.65","55.653",
"Ghana","GHA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.461","76.488","76.079","75.664","75.245","74.822","74.395","73.962","73.524","73.082","72.634","72.16","71.681","71.197","70.709","70.216","69.719","69.217","68.711","68.201","67.687","67.169","66.648","66.123","65.593","65.06","65.111","65.173","65.241","65.313","64.693","65.076","65.297",
"Gibraltar","GIB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.25","63.15","63.074","63.019","62.981","62.959","62.883","62.835","62.807","62.795","62.804","62.752","62.72","61.573","60.417","59.255","58.085","56.901","55.707","54.505","53.297","52.082","50.864","49.642","48.417","47.187","45.956","44.725","43.496","42.268","41.85","41.575","41.666",
"Gambia, The","GMB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.436","45.234","45.079","44.962","45.239","45.524","45.811","46.097","46.382","46.667","46.951","47.234","47.515","47.79","48.056","48.322","48.586","48.848","49.109","49.369","49.629","49.889","50.15","51.13","52.112","53.097","54.083","55.07","56.057","56.097","55.561","56.512","57.262",
"Guinea-Bissau","GNB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.813","47.805","47.802","47.808","47.834","47.886","47.871","47.89","47.938","47.997","48.05","48.108","48.172","48.24","48.315","48.393","48.438","48.487","48.538","48.586","48.63","48.641","48.659","48.681","48.707","48.738","48.755","48.783","48.822","48.874","48.403","48.668","49.073",
"Equatorial Guinea","GNQ","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.823","49.82","49.798","49.781","49.783","49.814","49.89","50.006","50.132","50.24","50.325","50.389","50.457","50.506","50.534","50.55","50.619","50.697","50.764","50.823","50.884","50.924","50.988","51.054","51.114","51.18","51.199","51.256","51.318","51.379","49.801","50.404","50.992",
"Greece","GRC","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.537","33.427","34.717","34.978","35.71","36.413","37.724","37.746","39.601","40.599","40.608","39.826","40.531","41.16","42.468","42.455","42.705","42.547","42.531","43.534","44.101","43.817","44.099","43.948","44.323","44.944","45.18","44.885","44.492","44.668","43.8","43.882","44.849",
"Grenada","GRD","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.195","39.334","39.581","39.744","39.944","40.266","40.353","40.626","40.985","41.223","41.415","41.505","41.745","41.865","42.078","41.981","41.893","41.814","41.745","41.686","41.637","40.139","45.026","39.727","40.023","38.484","39.568","38.699","38.449","37.154","35.808","36.268","37.125",
"Guam","GUM","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.605","59.65","59.703","59.754","59.807","59.864","59.922","59.978","60.033","60.088","60.131","58.142","54.456","53.565","52.665","54.85","55.247","48.353","50.871","53.375","56.472","56.153","56.272","56.362","56.453","56.478","56.456","56.468","56.369","56.438","55.91","56.182","56.088",
"Guyana","GUY","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.758","37.493","38.298","39.08","38.564","38.049","37.535","37.022","36.511","35.998","35.486","34.976","34.468","34.904","35.363","35.828","36.298","36.772","37.251","37.734","38.224","38.719","39.219","39.747","40.301","40.855","41.41","41.966","42.417","39.163","38.856","39.529","39.645",
"High income","HIC","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.0028513046421","49.3933608136535","49.4557673680551","49.3847386982903","49.7182329147489","49.788626422732","49.9798167870331","50.3428303228795","50.3604860938749","50.6459138244304","50.8794040750204","50.8662470727897","50.8731911457632","51.0061559917844","51.1128257112915","51.427033043143","51.7124761358611","51.8411986082063","52.0802238643248","52.1048231348137","52.0201628050256","52.0017095969867","52.1493977480798","52.2186269220561","52.3677985959563","52.3989039476333","52.7051130917657","52.9548526646945","53.2502524983923","53.6550057403257","52.9654299461763","53.2723807074059","53.9784935835066",
"Hong Kong SAR, China","HKG","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.601","47.789","46.283","46.559","47.24","47.516","47.794","48.035","48.676","48.813","48.949","50.632","51.917","51.578","51.8","51.901","52.612","53.054","53.129","53.222","51.89","52.928","53.518","54.471","54.53","54.719","54.773","55.03","55.072","54.896","54.112","54.145","53.821",
"Honduras","HND","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.195","43.594","44.051","44.563","44.387","44.858","44.855","45.146","45.327","45.043","43.34","42.925","42.516","42.114","41.719","41.332","38.396","37.767","39.378","40.856","42.587","39.618","38.236","43.347","45.943","46.493","45.854","45.706","50.317","47.061","47.515","48.067","49.437",
"Heavily indebted poor countries (HIPC)","HPC","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.60535156027","62.7348447674019","62.6927547832875","62.5311664301379","62.5129129060072","62.6998858511688","62.7341572736664","62.7185938434682","62.7430316333283","62.7952283712496","62.8072054792671","62.898476563896","62.9456838232953","62.938309413603","63.005095986336","63.04048787287","62.8173448913967","62.5245522668391","62.2424728443923","61.890912871313","61.5526034837082","61.2053223662125","60.7220969157034","60.6120411333642","60.4808666708174","60.355907801625","60.4678603319638","60.4147622582444","60.4592050125425","60.4004299845793","59.323415179717","61.8973150207618","62.3968561659359",
"Croatia","HRV","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.984","46.284","46.059","45.827","45.594","45.368","45.152","44.942","44.735","44.533","44.333","44.13","43.924","42.769","43.569","42.563","42.753","45.145","45.746","46.716","46.143","44.614","44.537","44.579","46.416","46.86","45.409","45.543","45.476","45.139","44.638","45.746","46.375",
"Haiti","HTI","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.683","56.747","56.817","56.894","56.976","57.066","57.008","56.956","56.91","56.87","56.836","57.15","57.463","57.776","58.089","58.401","58.844","59.285","59.725","60.163","60.597","61.208","61.213","61.508","61.837","61.961","62.073","62.246","62.35","62.077","61.461","61.772","62.066",
"Hungary","HUN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.585","46.299","46.194","44.239","42.354","40.373","39.664","38.776","40.185","41.141","41.436","40.986","41.229","42.224","42.066","42.989","43.279","42.92","42.697","42.706","43.556","43.651","44.546","44.711","46.047","46.95","47.632","47.984","48.309","48.368","48.164","52.413","52.735",
"IBRD only","IBD","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.7212462053555","51.5183792140225","51.4411946742226","51.1221649559189","51.1188010694311","51.0888796291658","50.9171708675294","50.8511522968016","50.8471695847953","50.997326505683","50.9190335544053","50.5722097455122","50.1971275019716","49.9108267348972","49.6461098741923","49.4684130561482","49.1649054770804","49.0729591069345","48.6634506512507","48.4062480432792","47.949058343693","47.6955531602176","47.4229223254724","46.8601030477462","46.3818061201492","46.0149355491059","45.6119253648692","45.1653084378727","44.743832278387","45.4837760516897","43.3904186629476","44.4786616383246","44.54637108311",
"IDA & IBRD total","IBT","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.0925925223858","50.9718076874109","50.8945460097316","50.6386294462063","50.6540271758029","50.5904974476567","50.4662600632054","50.42576887206","50.4455348077632","50.5608570633134","50.4885454039673","50.1825591803123","49.8622884960355","49.6319112955436","49.4217038203459","49.2765316823847","49.0037786320897","48.9012887376653","48.5534159059931","48.345211746429","47.9800257053139","47.7693366715921","47.4801062633557","47.0113013721133","46.6586748334099","46.4389948578674","46.1295061464649","45.8431261241727","45.5133601996314","46.1523031751259","44.3824890799764","45.5121559634041","45.7150079765991",
"IDA total","IDA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.0873089558079","48.3772501652519","48.3199603765602","48.3816862184253","48.5049818253695","48.3068427821388","48.4171469281561","48.5069355505212","48.6490217505365","48.6269262242896","48.5997647702303","48.4894057907984","48.4205147073601","48.4416881449382","48.4727803801915","48.4726345707235","48.3359456665192","48.1983239136725","48.1082410787008","48.1013840488119","48.1020270709745","48.0560376573193","47.6995607417934","47.5851600461198","47.6978247770224","48.0113553886376","48.0227449637257","48.2861152552591","48.2435893869088","48.485964936014","47.7882064256701","49.2096094416924","49.6380706717412",
"IDA blend","IDB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.7590757160466","40.8179876438717","41.0684500286373","41.3652401733917","41.6003081658061","40.8998780288808","41.3277235517202","41.7707814307094","41.8506822885212","41.978104404918","42.0716253894599","41.9219179716674","41.8609007113673","42.1299160430898","42.3602789333593","42.5000780161814","42.6396014571291","42.6666710807581","42.6777500839407","42.9421402964281","43.1886134972158","43.2072273140223","42.4771239486574","41.7657743439287","41.8867690070302","42.3777308809792","42.1385501051616","41.9224810011924","41.6846514052251","42.4367066178988","42.0455264630536","42.7440418915695","43.0798728630439",
"Indonesia","IDN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.418","49.466","50.307","49.353","50.599","50.601","50.602","49.76","51.022","51.1","51.605","49.919","47.982","47.778","47.167","46.014","45.945","49.781","50.328","50.249","50.921","50.935","51.442","50.67","50.595","50.731","50.905","51.898","53.089","53.91","53.167","52.034","52.659",
"IDA only","IDX","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.0716433046149","52.0089239077414","51.7977663887506","51.7374478688177","51.8077251202184","51.8549107008163","51.8274425721003","51.7624641935638","51.9466110527697","51.8608229794533","51.7928253522572","51.7202021977769","51.6485455153779","51.5423806976095","51.4747794140678","51.4042828335542","51.1293274631104","50.9106965889934","50.7734382768904","50.6364536698998","50.5200507016032","50.4426262370572","50.2645872010053","50.4366392951166","50.5375667931543","50.7565394757808","50.8802099895966","51.3665053597212","51.4099215875939","51.3972308480414","50.5448152704623","52.5931168384075","53.0653492624689",
"Isle of Man","IMN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.779","27.815","27.877","27.971","28.108","28.494","28.885","29.283","29.687","30.098","30.516","30.423","30.339","30.262","30.195","30.136","29.862","29.588","29.316","29.045","28.775","27.919","27.075","25.91","24.774","23.667","22.592","21.549","20.538","23.722","22.679","22.989","23.966",
"Not classified","INX","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.413","39","38.909","40.551","41.568","42.107","43.599","44.695","46.979","48.991","50.085","50.256","51.312","51.786","51.991","54.554","55.355","56.969","56.827","56.113","55.251","54.964","54.77","55.27","54.929","54.853","55.592","55.653","56.038","56.251","55.094","57.851","60.342",
"Iran, Islamic Rep.","IRN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.888","9.98","10.089","10.198","10.313","10.438","10.57","11.319","12.109","12.938","13.808","14.716","15.663","16.635","17.634","18.671","18.028","16.981","14.743","15.682","15.134","13.647","14.703","13.256","12.889","14.256","16.106","17.326","17.414","16.901","13.811","14.829","15.667",
"Iraq","IRQ","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.561","8.603","8.645","8.686","8.724","8.756","8.791","8.818","9.114","9.42","9.736","10.062","10.399","10.749","11.114","11.492","11.884","12.288","12.219","12.142","12.062","11.981","11.9","12.797","13.744","14.2","14.67","11.351","11.422","11.483","11.069","10.917","11.488",
"Iceland","ISL","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.13","67.838","68.805","69.08","69.504","71.511","69.834","68.761","70.258","72.333","73.816","72.708","72.087","72.286","70.602","70.947","71.601","71.613","71.013","70.345","70.61","70.157","70.858","71.425","72.2","73.207","73.339","72.595","71.58","71.018","68.932","69.047","71.167",
